title,sku,DESCRIPTION,price_for_25,price_for_100,price_for_250,price_for_500,price_for_1000,net_price,net_price_bundle
"23 x 17 x 12"" Shipping Boxes",BS231712,32 ECT,2.49,2.49,2.37,2.26,2.18,$49.80 ,20/Bundle
"24 x 4 x 4"" Shipping Boxes",BS240404,32 ECT,0.72,0.72,0.69,0.67,0.63,$18.00 ,25/Bundle
"24 x 5 x 18"" Side-Loading Boxes",BS240518FOL,FOL • 32 ECT,1.6,1.6,1.6,1.6,1.6,$40.00 ,25/Bundle
"24 x 5 x 24"" Side-Loading Boxes",BS240524FOL,FOL • 32 ECT,2.16,2.16,2.16,2.16,2.16,$54.00 ,25/Bundle
"24 x 6 x 4"" Shipping Boxes",BS240604,32 ECT,0.86,0.86,0.84,0.8,0.76,$21.50 ,25/Bundle
"24 x 6 x 6"" Shipping Boxes",BS240606,32 ECT,0.84,0.84,0.8,0.76,0.73,$21.00 ,25/Bundle
"24 x 6 x 8"" Shipping Boxes",BS240608,32 ECT,0.93,0.93,0.9,0.85,0.84,$23.25 ,25/Bundle
"24 x 8 x 4"" Shipping Boxes",BS240804,32 ECT,1.09,1.09,1.06,1.02,0.98,$27.25 ,25/Bundle
"24 x 8 x 6"" Shipping Boxes",BS240806,32 ECT,1,1,0.95,0.92,0.87,$25.00 ,25/Bundle
"24 x 8 x 8"" Shipping Boxes",BS240808,32 ECT,1.12,1.12,1.09,1.04,1,$28.00 ,25/Bundle
"24 x 9 x 6"" Shipping Boxes",BS240906,32 ECT,1.09,1.09,1.06,1.02,0.98,$27.25 ,25/Bundle
"24 x 9 x 9"" Shipping Boxes",BS240909,32 ECT,1.31,1.31,1.25,1.2,1.16,$32.75 ,25/Bundle
"24 x 10 x 4"" Shipping Boxes",BS241004,32 ECT,1.02,1.02,0.95,0.92,0.87,$25.50 ,25/Bundle
"24 x 10 x 6"" Shipping Boxes",BS241006,32 ECT,1.2,1.2,1.16,1.09,1.07,$30.00 ,25/Bundle
"24 x 10 x 8"" Shipping Boxes",BS241008,32 ECT,1.35,1.35,1.29,1.24,1.19,$33.75 ,25/Bundle
"24 x 10 x 10"" Shipping Boxes",BS241010,32 ECT,1.48,1.48,1.43,1.36,1.32,$37.00 ,25/Bundle
"24 x 12 x 4"" Shipping Boxes",BS241204,32 ECT,1.26,1.26,1.21,1.18,1.1,$31.50 ,25/Bundle
"24 x 12 x 6"" Shipping Boxes",BS241206,32 ECT,1.43,1.43,1.35,1.31,1.25,$35.75 ,25/Bundle
"24 x 12 x 6"" Multi-Depth Boxes",BS241206MD,"Multi-Depth: 4, 2"" • 32 ECT",1.43,1.43,1.35,1.31,1.25,$35.75 ,25/Bundle
"24 x 12 x 8"" Shipping Boxes",BS241208,32 ECT,1.58,1.58,1.5,1.44,1.37,$39.50 ,25/Bundle
24 x 12,BS241208R,32 ECT,1.62,1.62,1.57,1.49,1.44,$40.50 ,25/Bundle
"24 x 12 x 10"" Shipping Boxes",BS241210,32 ECT,1.71,1.71,1.64,1.59,1.5,$42.75 ,25/Bundle
"24 x 12 x 12"" Shipping Boxes",BS241212,32 ECT,1.86,1.86,1.79,1.71,1.64,$46.50 ,25/Bundle
"24 x 12 x 12"" White Boxes",BS241212W,32 ECT,2.04,2.04,1.95,1.87,1.81,$51.00 ,25/Bundle
"24 x 12 x 12"" Multi-Depth Boxes",BS241212MD,"Multi-Depth: 10, 8, 6"" • 32 ECT",1.86,1.86,1.79,1.71,1.64,$46.50 ,25/Bundle
"24 x 12 x 24"" Shipping Boxes",BS241224,32 ECT,2.71,2.71,2.59,2.49,2.38,$54.20 ,20/Bundle
"24 x 14 x 4"" Shipping Boxes",BS241404,32 ECT,1.49,1.49,1.43,1.37,1.32,$37.25 ,25/Bundle
"24 x 14 x 6"" Shipping Boxes",BS241406,32 ECT,1.65,1.65,1.59,1.5,1.45,$41.25 ,25/Bundle
"24 x 14 x 8"" Shipping Boxes",BS241408,32 ECT,1.81,1.81,1.74,1.65,1.6,$36.20 ,20/Bundle
"24 x 14 x 10"" Shipping Boxes",BS241410,32 ECT,1.98,1.98,1.87,1.81,1.74,$39.60 ,20/Bundle
"24 x 14 x 12"" Shipping Boxes",BS241412,32 ECT,2.12,2.12,2.02,1.94,1.86,$42.40 ,20/Bundle
"24 x 14 x 14"" Shipping Boxes",BS241414,32 ECT,2.27,2.27,2.18,2.08,2.01,$45.40 ,20/Bundle
"24 x 14 x 18"" Shipping Boxes",BS241418,32 ECT,2.59,2.59,2.49,2.38,2.27,$51.80 ,20/Bundle
"24 x 14 x 20"" Shipping Boxes",BS241420,32 ECT,2.75,2.75,2.64,2.52,2.42,$55.00 ,20/Bundle
"24 x 15 x 10"" Shipping Boxes",BS241510,32 ECT,2.08,2.08,2.01,1.93,1.84,$41.60 ,20/Bundle
"24 x 15 x 12"" Shipping Boxes",BS241512,32 ECT,2.26,2.26,2.16,2.07,2,$45.20 ,20/Bundle
"24 x 15 x 15"" Shipping Boxes",BS241515,32 ECT,2.51,2.51,2.4,2.31,2.2,$50.20 ,20/Bundle
"24 x 16 x 4"" Shipping Boxes",BS241604,32 ECT,1.74,1.74,1.65,1.6,1.51,$43.50 ,25/Bundle
"24 x 16 x 6"" Shipping Boxes",BS241606,32 ECT,1.9,1.9,1.83,1.75,1.67,$38.00 ,20/Bundle
"24 x 16 x 8"" Shipping Boxes",BS241608,32 ECT,2.07,2.07,1.99,1.89,1.83,$41.40 ,20/Bundle
"24 x 16 x 10"" Shipping Boxes",BS241610,32 ECT,2.24,2.24,2.13,2.04,1.98,$44.80 ,20/Bundle
"24 x 16 x 12"" Shipping Boxes",BS241612,32 ECT,2.4,2.4,2.31,2.19,2.1,$48.00 ,20/Bundle
"24 x 16 x 12"" Multi-Depth Boxes",BS241612MD,"Multi-Depth: 10, 8, 6"" • 32 ECT",2.4,2.4,2.31,2.19,2.1,$48.00 ,20/Bundle
"24 x 16 x 14"" Shipping Boxes",BS241614,32 ECT,2.57,2.57,2.44,2.34,2.26,$51.40 ,20/Bundle
"24 x 16 x 16"" Shipping Boxes",BS241616,32 ECT,2.85,2.85,2.74,2.61,2.52,$57.00 ,20/Bundle
"24 x 16 x 18"" Shipping Boxes",BS241618,32 ECT,2.91,2.91,2.76,2.66,2.56,$58.20 ,20/Bundle
"24 x 16 x 24"" Shipping Boxes",BS241624,32 ECT,3.34,3.34,3.19,3.07,2.94,$66.80 ,20/Bundle
"24 x 17 x 12"" Shipping Boxes",BS241712,32 ECT,2.53,2.53,2.43,2.34,2.24,$50.60 ,20/Bundle
"24 x 17 x 15"" Shipping Boxes",BS241715,32 ECT,2.94,2.94,2.94,2.75,2.61,$58.80 ,20/Bundle
"24 x 18 x 4"" Shipping Boxes",BS241804,32 ECT,2,2,1.9,1.84,1.76,$40.00 ,20/Bundle
"24 x 18 x 6"" Shipping Boxes",BS241806,32 ECT,2.17,2.17,2.07,1.99,1.9,$43.40 ,20/Bundle
"24 x 18 x 8"" Shipping Boxes",BS241808,32 ECT,2.34,2.34,2.24,2.15,2.06,$46.80 ,20/Bundle
"24 x 18 x 10"" Shipping Boxes",BS241810,32 ECT,2.52,2.52,2.41,2.32,2.22,$50.40 ,20/Bundle
"24 x 18 x 12"" Shipping Boxes",BS241812,32 ECT,2.83,2.83,2.7,2.59,2.49,$56.60 ,20/Bundle
"24 x 18 x 12"" Multi-Depth Boxes",BS241812MD,"Multi-Depth: 10, 8, 6"" • 32 ECT",2.83,2.83,2.7,2.59,2.49,$56.60 ,20/Bundle
"24 x 18 x 14"" Shipping Boxes",BS241814,32 ECT,3,3,2.86,2.75,2.65,$60.00 ,20/Bundle
"24 x 18 x 16"" Shipping Boxes",BS241816,32 ECT,3.19,3.19,3.07,2.93,2.81,$63.80 ,20/Bundle
"24 x 18 x 18"" Shipping Boxes",BS241818,32 ECT,3.36,3.36,3.23,3.09,2.96,$67.20 ,20/Bundle
"24 x 18 x 18"" Multi-Depth Boxes",BS241818MD,"Multi-Depth: 16, 14, 12, 10"" • 32 ECT",3.15,3.15,3,2.89,2.76,$63.00 ,20/Bundle
"24 x 18 x 24"" Shipping Boxes",BS241824,32 ECT,3.92,3.92,3.75,3.59,3.45,$78.40 ,20/Bundle
"24 x 20 x 6"" Shipping Boxes",BS242006,32 ECT,2.44,2.44,2.34,2.25,2.16,$48.80 ,20/Bundle
"24 x 20 x 10"" Shipping Boxes",BS242010,32 ECT,2.95,2.95,2.83,2.71,2.59,$59.00 ,20/Bundle
"24 x 20 x 12"" Shipping Boxes",BS242012,32 ECT,3.14,3.14,3,2.86,2.75,$62.80 ,20/Bundle
"24 x 20 x 14"" Shipping Boxes",BS242014,32 ECT,3.34,3.34,3.19,3.07,2.94,$66.80 ,20/Bundle
"24 x 20 x 16"" Shipping Boxes",BS242016,32 ECT,3.28,3.28,3.15,3.01,2.91,$65.60 ,20/Bundle
"24 x 20 x 18"" Shipping Boxes",BS242018,32 ECT,3.48,3.48,3.34,3.19,3.08,$69.60 ,20/Bundle
"24 x 20 x 20"" Shipping Boxes",BS242020,32 ECT,3.66,3.66,3.5,3.35,3.22,$73.20 ,20/Bundle
"24 x 24 x 4"" Shipping Boxes",BS242404,32 ECT,3,3,2.86,2.75,2.65,$60.00 ,20/Bundle
"24 x 24 x 6"" Shipping Boxes",BS242406,32 ECT,3,3,2.86,2.75,2.65,$60.00 ,20/Bundle
"24 x 24 x 7"" Shipping Boxes",BS242407,32 ECT,3.1,3.1,2.96,2.84,2.73,$62.00 ,20/Bundle
"24 x 24 x 8"" Shipping Boxes",BS242408,32 ECT,3.2,3.2,3.08,2.94,2.82,$64.00 ,20/Bundle
"24 x 24 x 9"" Shipping Boxes",BS242409,32 ECT,3.51,3.51,3.36,3.23,3.1,$70.20 ,20/Bundle
"24 x 24 x 10"" Shipping Boxes",BS242410,32 ECT,3.37,3.37,3.23,3.1,2.98,$67.40 ,20/Bundle
"24 x 24 x 12"" Shipping Boxes",BS242412,32 ECT,3.59,3.59,3.41,3.27,3.15,$71.80 ,20/Bundle
"24 x 24 x 12"" Multi-Depth Boxes",BS242412MD,"Multi-Depth: 10, 8, 6"" • 32 ECT",3.59,3.59,3.42,3.28,3.15,$71.80 ,20/Bundle
"24 x 24 x 14"" Shipping Boxes",BS242414,32 ECT,3.76,3.76,3.6,3.46,3.33,$75.20 ,20/Bundle
"24 x 24 x 16"" Shipping Boxes",BS242416,32 ECT,3.95,3.95,3.78,3.62,3.5,$79.00 ,20/Bundle
"24 x 24 x 18"" Shipping Boxes",BS242418,32 ECT,4.16,4.16,3.97,3.81,3.66,$83.20 ,20/Bundle
"24 x 24 x 20"" Shipping Boxes",BS242420,32 ECT,4.34,4.34,4.16,3.99,3.84,$86.80 ,20/Bundle
"24 x 24 x 24"" Shipping Boxes",BS242424,32 ECT,4.29,4.29,4.29,4.29,4.29,$64.35 ,15/Bundle
"24 x 24 x 24"" Multi-Depth Boxes",BS242424MD,"Multi-Depth: 22, 20, 18, 16, 14, 12"" • 32 ECT",4,4,4,4,4,$60.00 ,15/Bundle
"24 x 24 x 30"" Shipping Boxes",BS242430,32 ECT,5.85,5.85,5.61,5.37,5.16,$87.75 ,15/Bundle
